index,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0,0.6939306078039454,0.6347685222712681,-0.751780243836428,-1.5868100973309474,0.4212931415506124,0.5991400774560237,-0.18075004986700577,0.059868773409335045,0.9751695420195268,0.6806245308311853,-123.71767888058321
1,-0.503214875437833,0.9734476451122885,0.12303320012523083,1.3440610293245168,1.0948889449578743,0.5064954507836998,-0.6802464530371798,0.11985958199959215,0.3911527892746901,1.371086465015405,266.0333785249112
2,0.07148333126338635,0.09867853823131288,-0.004385524280038291,-1.5861629923955674,-0.6439100967196155,-0.669361532811414,2.021001511054334,-0.6816575324794165,-2.1244770707876963,0.16063744425628884,-179.08107905703852
3,-0.16401623091169998,-0.9003692552528897,-0.043064625551026296,-0.5143856767300894,0.3027967884147117,1.5660138788523488,0.5633698477724449,-0.05820705792577775,1.0223079488284024,0.6728288409533213,7.546749519262059
4,-1.6893541072339258,-2.055296884619928,-1.4652230937842652,0.8829662450813979,-0.1959136145061294,-1.3502697139003559,0.04757030851478636,-0.9487387207306989,-0.6318101719553849,-1.357097386932104,-177.72089898588519
5,-0.9086281825023315,0.08714423548646996,0.9031628305581779,1.0211094095085782,-1.7354507861048722,1.29856173617849,1.2447727969309894,0.8445813869537053,-3.3314366096302073,1.355919961817868,325.18063273012984
6,-0.6040766755709421,-1.2019362272016751,-0.6979230655600017,-1.2310768868972963,0.3718001074060263,1.7907016820912325,0.8660812737335225,-2.098678281803307,-0.98566957116147,-0.732582655941498,-357.6370962410166
7,0.6582438917569756,0.7513509596761578,-0.33844118218707664,0.2716128328965593,0.3223615666413528,-0.009781034580775281,1.68218383056751,0.19251182166142564,1.0121027032797147,0.5983039086863514,75.9291708072555
8,0.7270328351650462,-0.044385312208865574,2.789815641442475,-0.2591164648548129,-1.596251912591629,0.07399445866941445,0.14614061194270414,-0.6215402472090861,-1.1980505390060003,-1.640735220334105,-58.27153051810383
9,-1.077403324709461,-0.955683515590636,-0.1824419843989386,0.01746667513481011,0.4238146840382535,2.054289530002812,-2.5318833133900305,0.47845329452970037,-0.1336742103217792,0.02958097097523698,29.1276393958332
10,-0.8985387757753547,-0.4090655333750521,1.0641214978494784,-1.2755645633767987,0.27989237080635393,1.0114525861159458,-0.32099380295495605,1.740834198203347,1.0013731738395464,0.1927516048921089,73.75285401556965
11,1.9711455775516682,0.8617807000025547,-0.10378923356247055,1.4839467041649799,-0.578469560638339,-0.31871708308597074,0.7676419421674789,-0.7243803293720715,-0.9686004738387499,-0.6051607868790424,34.53418190265085
12,0.12037267683345927,0.4492340998162023,1.4872513463995924,-0.5233773006575755,-1.1110527442200169,0.10593259747114211,0.1296659203351717,1.1865858353288896,-1.6154478594415724,0.7262483967279513,177.83692808267224
13,-0.9064090649489449,0.49347730531131057,1.7897669361802573,0.37503953683788316,0.6005413967604107,-0.07596933982754042,-0.6780031590234363,2.162058242935176,0.3938539809560259,0.5179103428549945,326.1023142221928
14,0.4426019429930212,1.7304250791384268,-1.462158097325745,1.022049175049396,1.2103988203374765,0.7493338371828229,-1.0897604252616524,0.2711315624877513,-0.9841762257860103,-0.24043918878435105,16.646947959635703
15,0.31895949845448557,1.6862223471618585,0.5300250115024537,1.1972730331045487,0.8303778075094947,1.2638053940630267,0.6794014390680553,0.48133646771998756,0.4318302666536557,0.5796974411511112,228.07678515303033
16,-1.5676525868486586,1.2095579095844766,1.255347374241724,-0.7529200045430489,-0.46077533582180885,-1.0138829143149999,-0.1752084667296978,-1.5193853485570366,1.6518064163167758,-1.567667908975521,-241.69939897474012
17,-1.333276628514204,0.013891723328704073,0.42274319255126763,-1.1165529031861792,-0.8380918696687364,0.253531918907413,1.393826222654209,1.5965503393383167,0.16743614219512643,1.2256013802426775,135.98673469039244
18,-0.6752656844052396,0.6801062082540803,-0.1718086327658801,-0.3402714342409816,1.2210214627584866,0.5651109915588083,-0.9687258671331449,0.26036089797400663,-1.8401735873279113,-0.5137284018368997,-67.34232411660511
19,1.6423024949922627,0.07468891800155947,0.4434659495844726,-0.48359962875142315,-0.5921025473045654,-0.06280500325634615,-0.2020419017164669,2.0044388984911894,-1.1023491735700497,0.14446303246178985,128.44332931901664
20,-0.37714942561155657,0.0899015732727284,0.8375662124501372,0.5141447133892467,-1.7240502035381267,-0.050049692409833806,0.7439528461648938,1.368220262225958,0.3227395618852,0.8916251175268084,267.440011012846
21,0.27405639357104306,0.5371826408036959,1.0096564534598065,-0.008677250078683712,-1.4396904156045902,-0.7777796536796375,1.9475491766318955,-0.974601587813908,-0.7139484863452892,1.808171413620744,151.79954520740768
22,-0.11541545933783319,0.2981987558598948,-1.4782019397579846,-1.0446924337577028,-0.9555739586669553,0.45831898659099907,1.3828729198333447,-0.17730898850866553,0.8693992514179155,-1.396597420346243,-312.3236164922437
23,-0.10326657394613291,0.07649080206323164,-0.7161967189850811,0.28457933231784177,1.5943649131724413,-0.49609384112971133,0.05361926552294804,0.26381396311974753,-0.851727239652987,-1.7974697846504188,-151.44513640984755
